103.000000 111.000000 0.000000 
203.000000 211.000000 0.000000 
303.000000 311.000000 0.000000 
403.000000 411.000000 0.000000 
503.000000 511.000000 0.000000 
603.000000 611.000000 0.000000 
703.000000 711.000000 0.000000 
106.000000 109.000000 0.000000 
206.000000 209.000000 0.000000 
306.000000 309.000000 0.000000 
406.000000 409.000000 0.000000 
506.000000 509.000000 0.000000 
606.000000 609.000000 0.000000 
706.000000 709.000000 0.000000 
112.000000 101.000000 0.000000 
212.000000 201.000000 0.000000 
312.000000 301.000000 0.000000 
412.000000 401.000000 0.000000 
512.000000 501.000000 0.000000 
612.000000 601.000000 0.000000 
712.000000 701.000000 0.000000 
100.000000 102.000000 0.000000 
200.000000 202.000000 0.000000 
300.000000 302.000000 0.000000 
400.000000 402.000000 0.000000 
500.000000 502.000000 0.000000 
600.000000 602.000000 0.000000 
700.000000 702.000000 0.000000 
110.000000 113.000000 0.000000 
210.000000 213.000000 0.000000 
310.000000 313.000000 0.000000 
410.000000 413.000000 0.000000 
510.000000 513.000000 0.000000 
610.000000 613.000000 0.000000 
710.000000 713.000000 0.000000 
